airline_sentiment,Cleaned_text
-1,"['boarding-', ""can't"", 'your', 'agents,', 'phone,', 'take', 'care', 'travellers,', 'link', 'reservations?!?!!']"
-1,"['told', 'call', '1800#,', 'have', '2x/day', 'sinc', 'monday.', 'still', 'layov', 'loc.', 'have', 'that', 'tho.', 'help', 'appreciated.']"
-1,"['ruth', 'veri', 'help', 're-rout', 'punta', 'cana', 'when', 'dull', 'connect', 'failed.', 'other', 'reps-', 'helpful.']"
1,"['thank', 'you!!']"
-1,"['book', 'same', 'time', 'call', 'told', 'confirm', 'were', 'linked.', 'even', 'after', 'make', 'chang', 'rez.']"
-1,"['board', '630a', 'flight', 'then', 'cancel', 'flight', 'becaus', ""doesn't"", 'have', 'pilot?', 'miss', 'meet', 'atlanta', 'becaus', 'someon', 'slept']"
0,"[""don't"", 'have', 'milag', 'number.', ""can't"", 'sent', 'mail', ""you'r"", 'follow', 'follow', 'now,', 'sent']"
-1,"['respons', 'week', 'sinc', 'complaint', 'submit', 'day', 'sinc', 'said', 'would', 'look', 'into']"
-1,"['thx.', 'come', 'hell', 'high', 'water...']"
-1,"['worri', 'cold', 'weather', 'snow', 'would', 'delay', 'thi', 'morning,', 'pilots.', '#stillwait']"
-1,"['rush', 'through', 'degre', 'weather', 'airport', 'time.', 'pilot', ""didn't"", 'same.', '#stillwaiting.']"
0,['refund?']
0,"['aisl', 'pleas']"
1,"['thank', 'quick', 'reply!', 'just', 'fill', 'form', '#idnumber8569822', '#hopetogetanswersoon']"
-1,"['hand', 'slip', 'paper,&amp;said', 'call', '1800#.', 'have', 'call', '2x/day', 'tri', 'sent,', 'still', 'layov', 'airport.hav', 'that', 'tho.']"
0,"['good.', 'mayb', 'that', 'will', 'make', 'lose', 'medallion.', '#probablynot']"
1,"[""that'"", 'fine.', ""i'll"", 'take', 'them.']"
0,"['live', 'abroad', 'flight', 'book', 'problem', 'flight', 'when', 'come', 'visit', 'state']"
0,['have.']
-1,"['recap,', 'bounc', 'flight,', 'lie', 'then', 'hung', 'what', 'suppos', 'think/do', 'now?']"
1,"['thank', 'you!', 'second', 'flight', 'alreadi', 'bump', '1st!', 'love']"
-1,"['...she', 'said', 'would', 'need', 'supervisor.', 'while', 'wait', 'supervisor', 'hung']"
-1,"['...just', 'call', 'ladi', 'your', 'oversea', 'call', 'center', 'said', 'note.', 'explain', 'situation...again...']"
-1,"['...she', 'could', 'access', 'seat', 'said', 'would', 'note', 'upgrad', 'itinerari', 'call', 'back', 'late', 'flightr...']"
-1,"['spoke', 'someon', 'your', 'feedback', 'line', 'last', 'night', 'said', 'would', 'prefer', 'choic', 'seat', 'today...']"
1,"['goods,', ""i'll"", 'call', 'tomorrow,', 'thanks.']"
0,['next']
0,"['fill', 'form', 'haven’t', 'receiv', 'sort', 'email', 'confirm', 'that', 'it’', 'been', 'received.', 'that', 'normal?']"
-1,"['lose', 'luggag', 'lose', 'reservation.', 'after', 'hour', 'travel', 'day.', 'just', 'want']"
-1,"['flight', 'fine.', 'lost', 'luggage?', 'much.', 'look', 'like', ""i'll"", 'least', 'half', 'late', 'flight', 'confer', 'santa', 'monica...']"
-1,"['flight', 'without', 'work', 'screen', 'friend', 'possibl', 'move', 'anoth', 'place', '#unitedfails#worsttripofmylif']"
0,"['n26902', 'dreamlin', 'leav', 'london', 'heathrow.']"
-1,"['flight', '1101', ""didn't"", 'have', 'wifi', 'even', 'though', 'promis', 'your', 'ground', 'crew.', '#anotherdisappoint']"
-1,"['will.', 'have', 'agre', 'that', 'hour', 'late', 'flight', 'arriv', 'unacceptable.', 'onli', 'hope', 'pray', 'here.']"
-1,"['unhappi', 'with', ""united'"", 'service?', 'read', 'ralph', ""nader'"", 'open', 'letter', ""ual'"", 'ceo.', 'leav', 'comment']"
0,['info?']
-1,"['best', 'seat', 'should', 'pay', 'custom', 'should', 'board', 'first', '#badcustomerservic']"
-1,"['thi', 'happen', 'time.', 'unit', 'pilot', 'alway', 'exit', 'row.', 'america', 'treat', 'there', 'custom', 'better', 'than', 'their', 'employees.']"
-1,"['when', 'gate', 'specif', 'ask', 'there', 'where', 'other', 'seats.', 'veri', 'discourag', 'walk', 'past', 'crew.']"
0,"['koa-lax', 'should', 'have', 'fresh', 'food', 'service,', 'right?']"
1,"['thank', 'u😻😻😻']"
-1,"['unavail', 'that', 'regist', 'hour', 'after', 'be', 'sold', 'out.', 'onli', 'option', 'offer', 'after', '45min', '+$400/ticket', 'traveloc', '(2of2)']"
-1,"['error', 'messag', 'said', ""couldn't"", 'process', 'request', 'last', 'step', 'after', 'seat', 'select', 'each', 'leg.', 'agent', 'unawar']"
-1,"['4348', 'soon', 'go', 'have', 'more', 'wait', 'time', 'gate,', 'empti', 'airport', 'than', 'flight', 'still', 'counting...']"
-1,"['horribl', 'wait', 'time', '4348', 'gate', '..show', 'total', 'miss', 'manag', 'valu', 'custom', 'time', 'respect', 'thier', 'sentiment']"
-1,"['veri', 'disappoint', 'servic', 'start', 'from', 'gate', 'oper', 'rude', 'stop', 'carry-on', 'bag...']"
-1,"['your', 'servic', 'suck', 'mexico', 'from', 'houston.', 'final', 'realiz', 'that', 'snack', 'in1st', ""don't"", 'work', 'cheap', 'as);:']"
0,"['will', 'thank', 'you!']"
0,"['okay,', 'thank', 'both.']"
0,"['they', 'snack', 'available,', 'just', 'fresh', 'food...not', 'sure', 'what', 'happened,', 'sure', 'will', 'grab', 'bite', 'befor', 'connect']"
-1,"['flight', '1230', 'follow', 'through', 'threat', 'becaus', 'couldn’t', 'carri', 'bags,', 'will', 'defend', 'free.']"
0,"['done', 'requested.']"
-1,"['post', 'video', 'belliger', 'jerk', 'rant', '(1230)', ""that'"", ""he'"", 'go', 'make', 'check', 'bag.', ""he'"", 'hoot!']"
-1,"['believ', 'that', 'thi', 'hand', 'down', 'worst', 'servic', ""i'v"", 'ever', 'experienced.', 'make', 'look', 'amazing.', '#unitedairlin']"
1,"['pleas', 'give', 'special', 'thank', 'aaron', 'tampa', 'offic', 'help', 'liter', 'hours!', ""he'"", 'amazing.', 'mission', 'accomplished!']"
-1,"[""can't"", 'tell/purchas', 'through', 'websit', 'becaus', 'they', 'lufthansa', 'flight', 'first', 'leg.']"
0,"['turkish', 'airlin', 'rebook', 'unit', 'flight', 'second', 'from', '-&gt;', 'iad.', 'there', 'check', 'upgrad', 'available?']"
0,"['left', 'favorit', 'blanket', 'plane', 'bring', 'back', 'home', 'me:-(']"
-1,"['funny,', 'attend', 'recommend', 'tweet', 'let', 'know', 'about', 'subpar', 'custom', 'service.', '#runaround']"
0,"['follow', '&amp;', ""dm'd.""]"
0,"['want', 'hotel', 'room', 'whiskey.']"
0,"['flight...gotta', 'make', 'thi', 'connector']"
0,"['noted.', 'detail', 'will', ""dm'ed"", 'shortly.']"
-1,"['gate', 'veri', 'though']"
-1,"['ua5029', 'from', 'ric,', 'ua507', 'from', 'ord,', '&amp;', 'ua423', 'from', '-all', 'delay', 'non-weath', 'issues.', 'your', 'bat', '1.000!', 'hotel']"
-1,"['would', 'have', 'made', ""hadn't"", 'alreadi', 'book', 'anoth', 'flight', 'cancel', 'flight', 'origin', 'reservation.']"
-1,"['book', 'reward', 'travel', 'august??', 'everyth', 'black', 'out.']"
1,[]
-1,"['tri', 'chang', 'flight', 'book', 'just', 'hour', 'onlin', 'system', 'charg', '$200', 'passenger...', 'could', 'pleas', 'help?']"
-1,"['have', 'submit', 'complaint.', 'need', 'compensated.', 'long', 'will', 'thi', 'take?']"
0,"['info', 'delay', 'tomorrow', 'clouds?']"
-1,"['becaus', 'horrif', 'flight', 'experience,', 'guy', 'have', 'made', 'never', 'want', 'airplan', 'everi', 'again!!!!!!!']"
1,"['flight', 'tonight', '&amp;', 'twin', 'year', 'olds.', 'pilot', 'stay', 'help', 'boy', '&amp;', 'bag', 'off.', 'lifesaver!!']"
-1,"['fli', 'unit', 'over...sorry.', 'captain', 'still', 'minut', 'pre-flight', 'prepar', 'make', 'while', 'with', 'air!']"
0,['thank']
1,"['yes,', 'thx!', '10:35', '(land', '9:20).']"
-1,"['clue.', '1k/2mm', 'miler', 'that', 'respons', 'give?']"
-1,"['onli', 'tri', 'emails.', 'what', 'talk', 'about?', 'what', 'most', 'busi', 'peopl', 'expect', 'from', 'airlin', 'wifi']"
0,"['final', 'just', 'arriv', 'bogota,', 'good', 'long', 'flight!!']"
-1,"[""it'"", 'there', 'tried.', ""it'"", 'alreadi', 'here', 'cancun', 'just', 'deliv']"
-1,"['what', 'illeg', 'breach', 'contract.', 'will', 'touch', 'through', 'your', '""custom', 'feedback""']"
-1,"['treat', 'your', 'custom', 'issu', 'worth', 'headach', 'went', 'thru']"
-1,"['correct', 'just', 'fact', 'beought', 'share', 'room', 'unexpact']"
0,"['want', 'make', 'day?', 'friend', 'premier', '&amp;', 'should', 'soon.', 'chanc', 'upgrad', 'flight', 'ecom', 'plus?']"
-1,"['pleas', 'review', 'your', 'baggag', 'procedur', 'dull', 'becaus', 'happen', 'everi', 'week', 'when', 'sister', 'travel', 'there', 'your', 'airlin']"
-1,"['noth', 'els', 'from', '^gj?', 'where', 'your', 'custom', 'service?']"
0,"[""that'"", 'cours']"
0,"['thanks!', 'where', 'counter', 'located?', 'late', 'flight', 'they', 'open?']"
-1,"['rebooked,', 'hour', 'after', 'origin', 'arriv', 'time.', 'talk', 'compensation.']"
-1,"['cowork', 'that', 'same', 'conflict', 'with', 'hotel', 'issu', 'tri', 'share', 'post', 'their', 'facebook', 'page', 'they', 'eras', 'it!!']"
-1,"['lost', 'parent', 'luggag', 'cancun,', 'said', 'would', 'deliv', 'hotel', '7pm,', 'almost', '11pm']"
-1,"['then', 'watch', 'connect', 'flight', 'pull', 'away', 'from', 'gate', 'onli', 'pull', 'into', 'same', 'gate.', '#slapinthefac']"
-1,"['...and', 'some', 'version', '738,', 'window', 'all.', 'ahead,', 'check.', ""we'll"", 'wait.']"
-1,"['pretti', 'sure', ""i'v"", 'shin', 'split', 'from', 'sprint', 'through', 'onli', 'watch', 'plane', 'pull', 'away', 'from', 'way...']"
-1,"['well', 'incom', 'flight', 'take', 'delay', 'made', 'miss', 'connect', 'hotel', 'were', 'necessari']"
-1,"['pleas', 'stop', 'cancel', 'flightl', 'your', 'flights?', 'tri', 'home', 'take', 'exam', 'tomorrow.', ""you'v"", 'cancel', 'flightl', 'flight']"
-1,"['&amp;', ""i'v"", 'been', 'hung', 'twice', 'your', 'staff.', 'upset', 'right']"
0,"['dca-ewr', 'flight', '#4372']"
-1,"['hour', 'flight', 'from', 'ewr,', '1242,', 'wait', 'hour', 'plu', 'bags,', 'sign', 'yet.', 'what', 'gives????']"
-1,"['such', 'better', 'airlin', 'when', 'were', 'continental.', 'servic', 'flight', 'book', 'problem', 'talk', 'human', 'fee:', 'fu!!!']"
0,"['chanc', 'could', 'look', 'into', 'problem', 'from', 'earlier?']"
-1,"['thi', 'despic', 'spoke', 'mani', 'diff', 'peopl', '&amp;', 'everyon', 'tell', 'someth', 'differ', 'have', 'claim', 'need']"
-1,"['come', 'crew', 'travel', 'flight', 'get', 'better', 'seat', 'stuck', 'check', 'crew', 'flight.']"
-1,"['funni', 'thing', 'happened,', 'arriv', 'flight', 'from', 'denver', 'same', 'gate', 'current', 'schedul', 'depart', 'sydney', 'lol!']"
1,"['forgot', 'that', 'intl', 'flight', ""don't"", 'from', 'intl', 'terminal!', 'easiest', 're-check', 'ever!', 'woo!']"
0,"['pleas', 'tell', 'where', 'unit', 'fli', 'from', 'sydney', 'australia', 'pref', 'asia', 'have', 'voucher', 'redeem.']"
-1,"[""can't"", 'claim', '""weather""', 'with', 'your', 'hardwork', 'crew', 'pull', 'seat', 'plane!', 'right', 'thing.', 'both', 'know', ""won't""]"
-1,"[""you'r"", 'missin', 'point!', 'there', '""weather"".', ""you'r"", 'lying!', 'seat', 'broken.', 'claim', '""weather""', 'hotels.', 'classi']"
-1,"['tri', 'break', 'world', 'record', 'most', 'delay', 'flight', 'year?']"
0,"['have', 'flight', 'that', ""don't"", 'appear', 'have', 'been', 'appli', 'mileageplu', 'account.', 'help?']"
0,"['just', 'aussi', 'cowgirl', ""lookin'"", 'cowboy.', 'take', 'fort', 'worth,', 'estel', 'say', ""i'll"", 'find', 'there!']"
1,"['okay,', 'thank', 'your', 'help']"
-1,"['thi', 'what', 'captain', 'said!', 'your', '820pm', 'flight', 'francisco', 'delay', 'weather.', 'ua1416', 'depart', '....#failagain']"
1,['thank']
-1,"[""doesn't"", 'turn', 'thirti', 'minut', 'delay', 'origin', 'flight', 'into', 'hour', 'delay', 'arriv', 'time']"
1,"['best', 're-unit', 'with', 'true', 'love,', 'shop', ""usa'"", 'fashion', 'capit', '#newyork', '#unitedvusa']"
0,"['should', 'find', 'distinguish', 'board', 'premier', 'member', 'credit', 'card', 'holders.', 'group', 'big!']"
-1,"['final', 'destin', 'book', 'through', 'unit', 'with', 'quantas.', 'unit', 'contact', 'auckland.', 'unawar', 'case', 'number']"
0,"['air.', 'just']"
-1,"['worst', 'fli', 'experi', 'ever', 'past', 'three', 'days.', 'your', 'airlin', 'need', 'together.', 'lost', 'custom', 'with']"
-1,['have']
-1,"['#customerservic', '#fail', 'long', 'time', 'flyer', 'switch', 'airlin', '#frustrat']"
1,"['okay', 'thank', 'your', 'help,', 'appreci', 'your', 'time!']"
-1,"['screw', 'over', 'professor.', 'mayb', 'should', 'tell', 'everyon', 'about', '#aviat', '#airport', '#airlin', '#innov', '#startup', '#tech']"
-1,"['right', 'thing', 'reinstat', 'ticket', 'void', '#unitedfail']"
-1,"['negative.', 'done', 'wast', 'time', 'with', 'amateur', 'custom', 'service.', 'thank', 'least', 'offering.']"
1,"['there', 'week', 'awesome,bright', 'vibrant,', 'habitrail']"
1,"['worri', 'after', 'everyon', 'boarded,', 'cushion', 'were', 'brought', 'took', 'while,', 'they', 'made', 'here.']"
0,"['sprint', 'from', 'concours', 'just', 'made', 'cough', 'lung', 'process', 'clt!', 'tnx!']"
0,"['hey!', 'think', 'someon', 'could', 'meet', 'with', 'book', 'when', 'arriv', '10:30?', ""it'"", 'pleas', '#amypoehler.', 'oscar', 'took']"
0,"['hope', 'they', 'will', 'give', 'feedback,', 'bafor', 'flight...']"
1,"['veri', 'good', 'flight,', 'thank', 'you!']"
-1,"['been', 'hold', 'with', 'custom', 'servic', 'veri', 'long', 'time', 'get', 'run-around.', 'thanks.']"
-1,"['ask', 'simplifi', 'communications-']"
1,"['#lhrt2', 'loung', 'fantastic,', 'onli', 'one', 'could', 'remot', 'similar!']"
-1,"['where', 'bag???', 'yyzua70435', 'enough', 'with', 'shenanigan', 'already.', ""it'"", 'get', 'real', 'real', 'quick!!']"
0,"[""it'"", 'hours.', 'thank']"
0,"['invit', 'fallow', 'learn', 'about', 'activities.prevent', 'program', 'health', 'condom-rito', 'family.w', '501(c)(3)thank']"
0,"['veri', 'nice', 'lhr,', 'congrats,', 'stick', 'with', 'aa/#ba.']"
-1,"['long', 'will', 'take', 'mile', 'that', 're-purchas', '(they', 'expired)', 'show', 'reciev', 'email', 'that', 'request', 'been..']"
-1,"['pleas', 'stall', 'flight', '1535', 'ord.', 'have', 'tonight.']"
1,"['thanks,', 'will!']"
-1,"['gate', 'ua4727?', 'turrible.']"
-1,"['worst', 'airline.', 'lost', 'luggag', 'delay', 'flight', 'been', 'veri', 'unaccomid']"
0,['flight']
0,"['flight', '1640', '(n33289)', 'arriv', 'follow', 'flight', 'from']"
1,"['offici', 'favorit', 'airline.', 'they', 'have', 'creat', 'magic', 'day!!!', '#friendlyski', '#careyon']"
1,"['wonder', 'flight', 'attend', 'name', 'leah', 'that', 'with', 'from', 'den,', 'then', 'anchorage!']"
1,"['protect', 'that', 'flight', 'gate', 'agent', 'kerri', 'las.', 'also', 'excel', 'get', 'destin', 'today.', 'thanks!']"
0,"['yes,', 'can.', 'will']"
1,"['your', 'staff,', 'both', 'deck', 'cabin', 'ua768', '-&gt;', 'were', 'except', 'today.', 'pleas', 'tell', 'them', 'well', 'done']"
-1,"['mean', 'there', 'real', 'live', 'person', 'somewher', 'speak', 'newark', 'post', 'security?']"
0,"['just', 'bought', 'flight', 'with', 'unit', 'through', 'ebok', 'from', 'pari', 'miami.', 'have', 'chanc', 'check', 'that', 'everyth']"
0,"['worries,', 'think', 'it’', 'under', 'control.', '(the', 'email', 'keep', 'informed)']"
-1,"['have', 'talk', 'them...on', 'standbi', 'tomorrow', ""doesn't"", 'look', 'good.', 'have', 'stay', 'here', 'till', 'friday', '&amp;', ""that'"", 'guarante']"
0,"['flight', '9:15', '(cdt)', 'delayed?', 'kinda', 'hope', 'strand', 'either.']"
0,"['what', 'happen', 'flight', 'statu', 'map?', 'cool..']"
-1,"[""don't"", 'advertis', 'wifi', ""it'"", 'gonna', 'work', 'thank', '#worstflightev']"
0,"['guys.', 'submit', 'request', 'ticket/hotel', 'reimburs', 'delayed/ov', 'night', 'stay', 'come', 'back', 'from', 'dominican.', 'help?']"
-1,"['apolog', 'president.', 'onc', 'those', 'employe', 'blame', 'him,', 'heard', 'repeat', 'times.']"
0,"['yes,', 'want', 'complain.', 'your', 'cowork', 'neither.', 'there', 'custom', 'servic', 'point', 'airside?']"
-1,"['chang', '$200.', 'same', 'exact', 'flight', 'from', 'atl-hou', '$165.', 'charg', '$574?', 'math', ""doesn't""]"
-1,"['hello.', 'oversea', '&amp;', 'lost.', ""can't"", 'call', 'custom', 'servic', 'help']"
1,"['land', 'anchorage,', 'then', 'fairbanks!']"
-1,"['knew', ""should'v"", 'flew']"
-1,"['ua1641', 'ewr-mco', 'wifi', 'never', 'connect', 'allow', 'purchas', 'access', 'twice', '&amp;', 'charg', 'need', 'file', 'claim', 'with?']"
1,['thnx']
1,"['will', 'admit,', ""you'v"", 'been', 'rather', 'good', 'over', 'years.', ""you'v"", 'still', 'hooked.', '(for', 'now!)', 'peace.']"
1,"[""it'"", 'kinda', 'funny.', 'worries.']"
-1,"['feedback', 'concern', 'your', 'site', 'aren’t', 'go', 'improv', 'poor', 'airport', 'experiences.']"
-1,"['just', 'drop', 'bag', 'newark.', 'your', 'desk', 'rudest', 'custom', 'face', 'person', 'have', 'met.', 'even', 'children', 'were', 'shocked!']"
1,"['great.', 'look', 'forward', 'your', 'respons', 'then']"
-1,"['quit', 'enjoyable.', 'except', ""he'"", 'stuck', 'runway', 'houston.']"
1,"['thank', 'get', 'daughter', 'home', 'when', 'cancel', 'flightl', 'their', 'flight', 'nashvil']"
1,"['thank', 're-upgrad', 'class.', 'flight,', 'appreciated.']"
-1,"['make', 'total', 'sense,', 'except', 'flight', ""wasn't"", 'full', ""i'v"", 'empti', 'seat', 'around', '&amp;', 'overhead', 'were', 'more', 'than', 'half', 'open', 'when', 'boarded.']"
0,"['sorri', 'hear', 'about', 'your', 'flight.', 'need', 'help', 'reflight', 'book', 'problems?”']"
-1,"['tri', 'juan', 'from', 'chicago', ""o'hare."", 'have', 'lot', 'problems.', 'standbi', 'flight.']"
0,"['alright,', 'thank', 'you.', 'there', 'page', 'that', 'say', 'rout', 'have', 'each', 'aircraft?', 'specif', '787.']"
-1,"['well', 'sorta....w', 'tri', 'aquadilla,', 'onli', 'flight', 'goe', 'there', 'day.', 'booked.', 'cancel', 'flight', 'flight']"
-1,"['doe', 'cost', '$547', 'chang', 'citi', 'origin', 'when', 'same', 'flight', 'cost', '$165', '#customerservicefail']"
0,"['just', 'sent', 'long', 'note', 'with', 'some', 'suggestions.', 'thank', 'get', 'back']"
0,"['there', 'least', 'ua1564', 'wait', 'deplan', 'catch', 'ua4232', 'clt.', 'chanc', 'wait', 'last', 'second']"
1,"['done', 'thnx']"
-1,"['still', 'frustrat', 'gave', 'seat', '&amp;', 'promis', 'travel', 'certif', 'withheld', 'explanation.']"
-1,"['gotta', 'love', 'give', 'class', 'upgrad', 'flight', 'delayed,', 'anoth', 'flight', '(also', 'delayed)', 'just', 'ensur', 'make', 'connection.']"
0,[]
-1,"['sure', 'what', 'happen', 'yesterday,', 'veri', 'unhappi', 'onli', 'delayed,', 'deliveri', '2:30']"
0,"['possibl', 'redeem', 'mile', 'part', 'round', 'trip', 'itinerari', 'without', 'have', 'book', 'separ', 'reservations?']"
-1,"['fli', 'back.', 'rare', 'them', ""let'"", 'they', 'better....']"
0,['sent']
-1,"[""it'"", 'almost', 'like', ""we'r"", 'punish', 'live', 'near', 'larg', 'metro', 'area.', 'rank', 'domest', 'delays.', 'good']"
1,"['honestly,', 'stop', 'tri', 'report', 'thing', 'website.', 'just', 'laugh.', 'flight', 'work.', 'mile', 'accrue.', 'sure', ""it'"", 'just', 'cosmetic.']"
-1,"['thanks.', 'weather', 'understandable,', 'when', 'everi', 'singl', 'domest', 'flight', 'delay', 'becaus', 'inbound', ""int'l"", 'flights,', ""it'"", 'crazi']"
1,"['#1007', 'houston-bogota', 'board', 'again,', 'safeti', 'first,', 'seem', 'mechan', 'fix', 'problem', 'faster,', 'good', 'energi', 'home/famili']"
-1,"['number.', 'luggag', 'taken', 'weigh', 'scale', 'appear', 'have', 'been', 'sent', 'conveyor', 'belt', 'without', 'tag...']"
1,"['have', 'report', 'still', 'istanbul', 'moment', 'apparently.', 'other', 'plane', 'haha.', 'hat', 'pilot!']"
0,"['understandable.', 'flight', 'book', 'problem', 'sever', 'time', 'passeng', '&amp;', 'messag', 'mention', 'before.', 'agent', 'price???']"
1,"['awesome!', 'thank', 'reply,', 'will', 'fill', 'form', 'out!']"
-1,"['fli', 'tomorrow', 'from', 'mexico', 'mileag', 'tkt', 'dont', 'show', 'status.', 'help']"
-1,"['correct', 'date', '2/11/15!']"
-1,"['phone', 'reps.', 'none', 'could', 'rebook', 'miss', 'that', 'flight.told', 'standbi', 'nonexist', 'late', 'flightr', 'flight.', 'hurt', 'you?']"
-1,"['report', 'file', 'with', 'airport', 'polic', '11th', '12th', 'february-i', 'have', 'polic', 'case', 'number', 'requir']"
-1,"[""can't"", ""you'r"", 'following.', 'lly144.', 'rebook', '#ua1516', 'still', 'need', 'seats.']"
-1,"['supervisor', 'situation-', 'stacey', 'took', 'details-no', 'claim', 'number', 'given']"
-1,"['hour', 'sinc', 'board', 'began', ""we'r"", 'still', 'sit', 'gate.', '#ua507']"
-1,"['reply.', 'employe', 'blame', 'late', 'flight', 'departur', 'potu', 'when', 'main', 'reason', 'were', 'late', 'flight', '&amp;', 'insuffici', 'ground', 'crew', 'handl']"
-1,"['took', 'thi', 'just', 'you.', 'window.', 'also', 'motion', 'sick.']"
1,"['they', '-pilots,', 'ground', 'personnel', 'do', 'great', 'job.', 'weather', 'blame...', 'talk', 'about', 'that']"
-1,"['find', 'thi', 'text', 'funny,', 'consid', 'still', 'sit', 'here', 'becaus', 'seat', 'need', 'chang', 'out.']"
-1,"['#1007', 'houston-bogota', 'with', 'engin', 'problem,', 'mechan', 'tri', '""fix""', 'problem,', 'safeti', 'first,', 'better', 'chang', 'plane']"
-1,"['thanks!', 'make', 'sense.', 'just', 'annoy', 'that', ""can't"", 'determin', 'better.']"
0,"['patient', 'drink', 'tweet', 'about', 'experi']"
-1,"['have', 'yourselv', 'blame', 'give', 'time', 'drunk', 'tell', 'feel', 'about', 'your', 'overpr', 'airlin']"
-1,"['idea:', ""don't"", 'want', 'frustrat', ""don't"", 'cancel', 'flight', 'flight', 'becaus', 'your', 'crew', 'overflow', 'toilet.', 'plumber']"
-1,"['will', 'patient', 'luxuri', 'middl', 'seat', 'next', 'delay', 'flight']"
-1,"['will', 'patient', 'your', 'agent', 'explain', 'have', 'book', 'flight', '6:18', 'when', 'that', 'plane', ""doesn't"", 'arriv', 'until', '6:07']"
-1,"['pleas', 'help', 'trace', 'luggag', 'which', 'through', 'without', 'name', 'februari', '2014', 'albuquerqu', 'airport']"
-1,"['patient', 'while', 'thi', 'string', 'tweet', 'show', 'peopl', 'your', 'busi']"
-1,"['think', 'guy', 'half', 'full', 'flight', 'held', 'overbook', 'flight', 'fill', 'other', 'then', 'cancel', 'flightl', 'mine']"
0,"['in-flight', 'promo', 'their', ""tv'"", 'includ', 'brian', 'williams.', 'tough', 'edit', 'that', 'quickly.', 'complaint,', 'just', 'observation.']"
-1,"['thank', ""i'll"", 'fill', 'form', 'that', 'read', 'respond']"
-1,"['patient', 'when', 'they', 'refus', 'switch', 'flight', 'check', 'then', 'cancel', 'flightl']"
-1,"['sent', 'last', 'week,', 'suit', 'regard', 'your', 'error.', 'respons', 'given.', 'pleas', 'answer', 'tell', 'send', 'suit', 'to....']"
1,"['will', 'have', 'standbi', 'denver', 'tonight', 'will', 'have', 'cancel', 'flight', 'father', 'trip', 'till', 'next', 'year.', 'trying.']"
-1,"['wrote', 'nothing.and', 'veri', 'simpl', 'thing.wil', 'provid', 'compens', 'your', 'delay?']"
0,"['mani', '787', 'current', 'oper', 'what', 'other', 'aircraft', 'operate?']"
-1,"[""don't"", 'want', 'custom', 'frustrated.', 'thank', 'your', 'patience.', '^jt”', 'love', 'sentiment,', '$180', 'one.']"
-1,"['differ', 'departur', 'arriv', 'updat', 'ua304???', '1hr.', 'please!']"
-1,"['nope.', 'really.', 'window', '10a.', 'one.', 'one.', 'none', '10a.', 'sad...']"
-1,"['#vegan', 'meal', 'more', 'creativ', 'than', 'noodles,', 'peas,', 'zukes.', 'non-vegan', 'yogurt', 'accept', 'vegan.', 'better?']"
1,"['well,', 'thank', 'charg', 'switch', 'cancel', 'flightl', 'flight', 'anyway.', 'that', 'pretti', 'nice.', '#stillmakingmepoorthough']"
1,"['well', 'john', ""hughes'"", 'birthday.', 'will', 'stick', 'plane', '&amp;', 'hold', 'train', '&amp;', 'automobiles.', 'gate', 'worker', 'do', 'well.']"
-1,"['left', 'tablet', 'plane.', 'countri', 'call', 'easily.', 'there', 'email', 'contact?']"
-1,"['will,', 'show', 'where', 'thi', 'program', 'benefici', 'your', 'longstand', 'loyal', 'consumers...']"
-1,"['hear', 'blah', 'blah', 'blah', '....you', 'shoulda', 'use', 'that', '$400', 'ticket', 'instead.', '&amp;', 'drive', 'there', 'fli']"
-1,"['yes,', 'suppos', 'here', '6pm.', 'have', 'board', 'meet', 'tomorrow.', 'finger', 'crossed.']"
-1,"['thank', 'let', 'switch', 'flight', 'check', 'then', 'cancel', 'flight', 'flight', 'forc', 'take', 'anoth', 'late', 'flightr!']"
1,"['thank', 'you!', 'love', 'united!!', 'have', 'flight', 'today!']"
1,"['just', 'did,', 'thank', 'checking!']"
-1,"['just', 'inform', ""don't"", 'reimburs', 'issu', 'weather.', 'thi', 'your', 'flight', 'keep', 'get', 'cancel', 'flightled--thor', 'hate']"
-1,"['midland', ""couldn't"", 'bag', 'connect', 'intl', 'flight', 'sydney,', 'have', '&amp;', 'check', 'there.']"
-1,"['thi', 'last', 'time', 'your', 'airline.']"
-1,"['your', 'compani', 'motto:', 'care!!!""', 'heard', 'sever', 'time', 'from', 'your', 'employe', 'your', 'client', 'past', 'week.""', '#idonotcar']"
-1,"['should', 'tell', 'that', 'staff', 'then.', 'board', 'group', 'veri', 'queue', 'gold', 'member.', 'thank', 'nothing.']"
-1,"['miss', 'crew,', 'passeng', 'problems,', 'frozen', 'toilets,', ""we'r"", 'plane.', 'give', 'money', 'back.', 'ua3466']"
1,"['fantast', 'your', 'peopl', 'today', 'ua22', 'from', 'dublin.', 'pack', 'plane', 'crew', 'wonderful!!']"
-1,"['there', 'departure,', 'waiting.', 'be', 'press', 'ground', 'staffer', 'threaten', 'want', 'today""', '#fail']"
-1,"['fli', 'system', ""won't"", 'check', 'your', 'site', 'tell', 'through', 'they', 'tell', 'through', 'you.']"
-1,"['btw,', 'manag', 'time', 'departur', 'same', 'time', 'same', 'destination-', '&amp;', ""wouldn't"", 'take', 'away', '9year', 'kid', 'bag!']"
